results;Score;Label
dark jokes;0,188110352;positive
my personal viewpoint dark jokes spongebob is easy to accept;0,052346366;positive
dark jokes cute live sentences doang fix debate;0,116577148;positive
dark jokes is hard to understand;0,029403687;positive
dark jokes nadu sampe nadi;0,075244141;positive
jesterdays accountfess account ndakikndakik teramahin dark jokes segmentation like skip;-0,00390625;negative
bang thank you for counter dark jokes;0,003125;positive
dark jokes really original mood wkwkwkwkwkw;0,122599284;positive
bang i for asking you can get dark jokes;0,130707358;positive
dark jokes bund.;0,125406901;positive
caption rinose understand jokes emang dark;0,0625;positive
there are many episodes of spongebob deep dark jokes trust;0,039051056;positive
dark jokes heart ponakan bib haikal said;0,047433036;positive
replied your post allah laughs dark jokes sin zi;0,007965088;positive
exit dark jokes peoples twitter bappery;-0,000651042;negative
the shadow cant sw teet happy photo two read;0,10874721;positive
jrx prison dark jokes;-0,000976563;negative
dark ora dark jokes;-0,000488281;negative
dark jokes eug ala;0,094055176;positive
dark jokes ik;0,125406901;positive
say funny dark jokes hanting umkama;0,078653971;positive
ngerayakno even though i love you wes happy ndek ndukor hindar dark jokes elementary school gabisa raya;0,110351563;positive
mngbangi appears dark jokes find a complete story;0,096697126;positive
fine mother anjiair dark joke canda dark jokes;0,103424072;positive
tangent dipandandain defense taste of social fair humor society bain;0,04904853;positive
ahahaha dark jokes governor kite;-0,01328125;negative
can dark jokes.;0,026000977;positive
original dark jokes rhino gataau;-0,01015625;negative
what stage is the dark jokes laughing very psyco stomach ache singing red velvet song;0,025317383;positive
gatau knapa need dark jokes intake;0,057495117;positive
another dark jokes this sunny day yeah thats twitter congratulations;0,039855957;positive
different crowded yesterdays jokes outside the people;0,1453125;positive
make dark jokes;0,019543966;positive
dark jokes crowded twitter;0,094055176;positive
im really bad erwin victims of dark jokes;0,045652117;positive
dark jokes funny reality;0,133117676;positive
snjc proof restless wkwkwkwkw take definition;-0,067707062;negative
dark jokes ngakak;0,125406901;positive
hina use dark jokes dark jokes mask;0,107770647;positive
i love reference anthony jeselnik dark jokes shape;0,095703125;positive
direction of dark jokes sex;0,086303711;positive
discuss literacy play dark jokes hina;0,089365641;positive
maap dark jokes;0,01953125;positive
exit dark jokes dark history of mankind;-0,009562174;negative
dark jokes;0,188110352;positive
connect lawa doc dark jokes carcass;0,009765625;positive
dark jokes tweet disciple;0,094055176;positive
cokipardede ngejokes dikengin society anon account sok dark jokes okay;0,03572998;positive
bener dark jokes semalem;0,094055176;positive
gapapa reasonable ngeselin emang dark jokes content;0,053013393;positive
fill my cellphone dark jokes dog;-0,031445313;negative
the contents of the menfess lots of asking to watch legal actually its great movement hopefully sende;0,07870206;positive
cool dark jokes.;0,082682292;positive
yeah dont have mamak dark jokes;0,075244141;positive
notbadgalriri danger bundd people with dark jokes;-0,023234049;negative
smart dark jokes abangabang abangabang jokes;0,155598958;positive
already dark jokes bund;0,109680176;positive
dark jokes funny dbilang jokes;0,179931641;positive
dark jokes siah cute dark joke dark jokei taek cat;0,077197266;positive
wait for dark jokes congratulations;0,133117676;positive
get the assignment of the love of the dark teacher of the dark jokes;0,076621327;positive
dark jokes;0,188110352;positive
mentang arbitrary dark jokes stop happy mothers day;0,09828186;positive
feeling dark jokes lovers jokes said drag jokes;0,146400452;positive
wild slogan change dark jokes funny;-0,043093363;negative
lau lort dark jokes part god;0,012369792;positive
come on lets report a crowded account a danger of shadows with the tin family;-0,029283312;negative
road thought laughing less otherdark jokes;-0,118855794;negative
how come the contradictory hurt i talked;-0,167966858;negative
indonesian cute assembly battle dark jokes bal dised by garagara gub comments diroasting ahahaha bacot;0,054774693;positive
i teach the dark jokes knee;0,077148438;positive
again waiting for dark jokes from cok chakakss;0,056494141;positive
youu understood dark joke example participation;0,106974284;positive
right residents of twt easily sensi even though where is the name;0,07006509;positive
dark jokes criticism must buruburu respond to label criticism understanding dark jokes;0,04699707;positive
als ik eens nusherlander was pamflet protes soewardi soerjaningrat about apati dutch prakti;0;neutral
three world citizens ken mbikin dark jokes;0,009765625;positive
iiiipa mbak jokes cok dark;0,01171875;positive
hang down dark jokes;0,018269857;positive
jokes gin brings public accept dark jokes jokes model;0,147247314;positive
iiiipa cnk gataau real dark jokes tofu;0,00289481;positive
sama support cok dark jokes support you must different jokes;0,098144531;positive
different to support cok dark jokes people must be just expeting the palingge idol;0,081814236;positive
dark jokes happy;0,357177734;positive
black motorbike saddle likes dark jokes;0,022549947;positive
dark jokes post face lonely funny;0,060078939;positive
kasi taught dark jokes;0,156555176;positive
dark jokes holy jokes;0,201477051;positive
moonwalk neil armstrong kayak pas dark jokes ahtaikl conspiracy;0,007324219;positive
awayday dark jokes tameng doi ngab;0,062703451;positive
deca awe shit need learn english cave read the ap;0,017349243;positive
humor dark jokes radimas limit;0,0078125;positive
mood cave easy to play jokes in the direction of sex cave play alter because;0,051736537;positive
weve dark jokes wisdom dark raba you skin;0,03086635;positive
imho cant find humor pre-perspective dark jokes simple comment dark jokes iku smart humor sg bik;0,048271179;positive
dark jokes origin of natural bitter couple ngakungku dark sung;-0,033501519;negative
best bodo read dark jokes funny tiktok;0,119977679;positive
garing ngejokes self claimed dark jokes duo dizziness;0,024727958;positive
dark jokes gas;0,125406901;positive
hanging jokes close perspective my iptal almost because;0,086608887;positive
ken love dark jokes gatel really;0,160807292;positive
dark jokes jokes alas;0,201477051;positive
dark jokes tai dog;0,047180176;positive
want to stop stopping the dark jokes are funny through;0,011922201;positive
yesterday aesthetic dark jokes pretentious iye;0,064453125;positive
one side of the dark humor gives the tiktok seat;-0,010397513;negative
hope the positive news is the week of qadarus positive love anniversary;0,15234375;positive
up comedian society society dark jokes picture pas show ajade;0,007378472;positive
weve the name of dark jokes drak understand;0,099161784;positive
dark joke next level jokes;0,097119141;positive
kypsi latief dark joke goblok;0,075244141;positive
hina less physical internet cool dark dark jokes low value;0,108303494;positive
like the comika joined the problem of jokesny;-0,0859375;negative
humanity above religion humanity is not the pretext of dark jokes umbrella;0,022147042;positive
children kasi dark jokes fb brings asa;0,0582101;positive
dark jokes dark jokes tay anjeng funny results;0,105773926;positive
original shrimp criticism of gangerti dark jokes dark jokes makes the same taste of anjir;0,032696117;positive
not ive been an era era account until the darkamppolitical jokes;0,0997111;positive
dark jokes what is the tastenya katrok iq squatting tastenya katrok;0,047027588;positive
mending said the brain until the mahamin dark jokes was a diving empathy;0,012939453;positive
so the sentence is true;0,081848145;positive
dark jokes gin meet east teen heyo wazzap nigga;0,056939019;positive
meme aot lifts sensitive topics comfortable to bring tangent religion;-0,024197049;negative
duli kinsi.;0;neutral
malfoy i gapaham comedy dark jokes;0,01171875;positive
dark anjir mega jokes;0,094055176;positive
yak full of dark dark jokes hina;0,067675781;positive
fix different dark jokes hina;0,058300781;positive
dark jokes bego;0,125406901;positive
youre dark jokes mulu kau;0,01171875;positive
saan soan saan like dark jokes gyan kasih bener dark heh hoh do it ngerni funny;0,041654147;positive
never laughed dark jokes horrified to say stiff kids cool;-0,080512153;negative
dont accept the dark jokes;0,01953125;positive
i respond public to the dark dark dark jokes command;-0,0589774;negative
thank you participation in view;-0,009114583;negative
the comment is salty bener dark jokes salaa;0,078328451;positive
sorry dark jokes remember the anon shy retweet account;-0,047042847;negative
hi babe not get point dark jokes nealin;-0,018173626;negative
i like dark jokes content stop by the gag of the dark humor category ive visited;0,084339489;positive
secure dark jokes example;0,049804688;positive
battle dark jokes jogja;0,014648438;positive
moga dark jokes aamiin;0,014648438;positive
nada tweet dark jokes;0,014648438;positive
im busy prioritically added my dark jokes really contact right;0,116129557;positive
jokes is really dark njir;0,211242676;positive
dark jokes gin case nista religion of javanese dominant javan woles;0,028210449;positive
jokes mu gada dark dark dark conscience;-0,050048828;negative
steady cart jokes gik;-0,002929688;negative
dark jokes nag kene fi hati;0,036661784;positive
video dark jokes local arif video;0,009765625;positive
dark jokes sin;0,103271484;positive
dark jokes afraid of accept;0,00604248;positive
dark jokes thanks;0,135823568;positive
im afraid of death apocalypse uploading memes down the prophet isa bilan;-0,075303819;negative
woww dark jokes;0,01953125;positive
nanad msi uda dared dark jokes horrified moms;0,109527588;positive
wonder dark jokes stayed ramein butut topic account;0,077262878;positive
forgotten a specialist attacking the jokes;0,0546875;positive
severe take the fry of it its insensitive i dont worry about dark jokes;-0,078948021;negative
dark jokes td gada respect;0,143994141;positive
dark jokes ras;0,125406901;positive
kyk dark jokes bapack ngerni;0,01171875;positive
tdi dark jokes has been erased;0,014648438;positive
dark jokes has been erased;0,01953125;positive
there is no sound of leo jatohnya dark jokes;0,16015625;positive
uda gewawatangma rough orgagga as luklo gamau is charged its no need;-0,037717819;negative
dark jokes mr. complex;0,014648438;positive
dark jokes canda appeal ngatain fine fine;0,118756975;positive
god far away the mouth of the dark jokes servant;-0,003941127;negative
hayyu mumm mumalan semi jokes intake until dark funny;0,047027588;positive
innalillahi inna ilaihi rajiun moga sheikh ali jaber husnul khatimah allah;0;neutral
mutheki nnenna jokes;0,143229167;positive
lesmana punten rumaos lepat abdi dark jokes;0,008370536;positive
try dark jokes schoolin;0,036682129;positive
funny dark jokes;0,05078125;positive
so dark jokes my sorrow news broke your nutmeg;-0,017367214;negative
dark jokes ala doctor aan;0,075244141;positive
